"","Evo_Type","Gene_Class","Conserved_Num","Human_Spec_Num","Mouse_Spec_Num"
"KCNV1",NA,"Receptor","0","0","0"
"KCNV2",NA,"Receptor","0","0","0"
"KCP",NA,"Other","0","0","0"
"KCTD1","2","Other","1","1","0"
"KCTD10","2","Other","10","1","14"
"KCTD11","1","Other","0","0","2"
"KCTD12","2","Other","5","6","4"
"KCTD13","2","Other","1","1","0"
"KCTD14","3","Other","0","1","2"
"KCTD15",NA,"Other","0","0","0"
"KCTD16",NA,"Other","0","0","0"
"KCTD17","2","Other","1","2","0"
"KCTD18",NA,"Other","0","0","0"
"KCTD19",NA,"Other","0","0","0"
"KCTD2","3","Other","0","1","2"
"KCTD20","2","Other","2","16","1"
"KCTD21",NA,"Other","0","0","0"
"KCTD3","1","Other","0","3","0"
"KCTD4",NA,"Other","0","0","0"
"KCTD5","1","Other","0","0","2"
"KCTD6","3","Other","0","1","1"
"KCTD7","3","Other","0","1","1"
"KCTD8","1","Other","0","1","0"
"KCTD9","2","Other","1","6","0"
"KDELR1","2","Other","24","1","7"
"KDELR2","2","Other","27","1","3"
"KDELR3","2","Other","1","1","2"
"KDM1A","2","Other","6","4","11"
"KDM2A","2","Enzyme","11","21","0"
"KDM2B","3","Enzyme","0","3","1"
"KDM3A","1","Other","0","0","1"
"KDM3B","2","Other","3","4","5"
"KDM4A","1","Other","0","0","1"
"KDM4B","1","Other","0","7","0"
"KDM4C","3","Other","0","5","1"
"KDM4D",NA,"Other","0","0","0"
"KDM5A","2","TF","27","4","0"
"KDM5B","2","TF","14","7","0"
"KDM5C","1","TF","0","0","15"
"KDM5D","1","TF","0","4","0"
"KDM6A","1","Other","0","0","5"
"KDM6B","2","Other","25","7","0"
"KDR","2","Receptor","4","1","3"
"KDSR","2","Enzyme","11","6","10"
"KEAP1","2","Other","12","5","11"
"KEL",NA,"Receptor","0","0","0"
"KERA",NA,"Other","0","0","0"
"KHDRBS1","2","Other","26","5","1"
"KHDRBS2","1","Other","0","2","0"
"KHDRBS3","1","Other","0","0","3"
"KHK","3","Enzyme","0","1","3"
"KHNYN",NA,"Other","0","0","0"
"KHSRP","2","Other","3","4","17"
"KIDINS220","2","Receptor","4","15","3"
"KIF11",NA,"Other","0","0","0"
"KIF12",NA,"Other","0","0","0"
"KIF13A","2","Other","1","6","2"
"KIF13B","1","Other","0","7","0"
"KIF14",NA,"Other","0","0","0"
"KIF15",NA,"Other","0","0","0"
"KIF16B","1","Other","0","0","4"
"KIF17",NA,"Other","0","0","0"
"KIF18A",NA,"Other","0","0","0"
"KIF18B",NA,"Other","0","0","0"
"KIF19","2","Other","1","1","0"
"KIF1A","0","Other","1","0","0"
"KIF1B","2","Other","16","2","6"
"KIF1C","2","Other","2","5","0"
"KIF20A",NA,"Other","0","0","0"
"KIF20B","1","Other","0","1","0"
"KIF21A","2","Other","3","3","1"
"KIF21B","2","Other","3","3","1"
"KIF22","1","Other","0","5","0"
"KIF23","1","Other","0","0","1"
"KIF24",NA,"Other","0","0","0"
"KIF26A",NA,"Other","0","0","0"
"KIF26B",NA,"Other","0","0","0"
"KIF27","0","Other","1","0","0"
"KIF2A","2","Other","5","6","7"
"KIF2B",NA,"Other","0","0","0"
"KIF2C",NA,"Other","0","0","0"
"KIF3A","2","Other","1","1","3"
"KIF3B","2","Other","1","4","2"
"KIF3C",NA,"Other","0","0","0"
"KIF4A",NA,"Other","0","0","0"
"KIF5A","1","Other","0","1","0"
"KIF5B","2","Other","31","1","0"
"KIF5C",NA,"Other","0","0","0"
"KIF6","0","Other","1","0","0"
"KIF7",NA,"Other","0","0","0"
"KIF9","2","Other","1","4","0"
"KIFAP3","2","Other","3","2","5"
"KIFC2",NA,"Other","0","0","0"
"KIFC3","2","Other","2","5","1"
"KIN","1","Other","0","5","0"
"KIRREL1",NA,"Other","0","0","0"
"KIRREL2",NA,"Other","0","0","0"
"KIRREL3",NA,"Other","0","0","0"
"KISS1",NA,"Ligand","0","0","0"
"KISS1R",NA,"Receptor","0","0","0"
"KIT","3","Receptor","0","1","1"
"KITLG","2","Ligand","1","7","0"
"KL","1","Other","0","2","0"
"KLB",NA,"Receptor","0","0","0"
"KLC1","2","Other","18","10","0"
"KLC2",NA,"Other","0","0","0"
"KLC3",NA,"Other","0","0","0"
"KLC4","2","Other","1","1","2"
"KLF1",NA,"TF","0","0","0"
"KLF10","2","TF","11","8","6"
"KLF11","3","TF","0","3","1"
"KLF12","1","TF","0","7","0"
"KLF13","1","TF","0","0","32"
"KLF14",NA,"TF","0","0","0"
"KLF15","1","TF","0","0","3"
"KLF17",NA,"TF","0","0","0"
"KLF2","2","TF","19","5","3"
"KLF3","2","TF","19","5","3"
"KLF4","2","TF","11","3","5"
"KLF5","2","TF","7","2","0"
"KLF6","0","TF","32","0","0"
"KLF7","2","TF","6","2","9"
"KLF8",NA,"TF","0","0","0"
"KLF9","2","TF","17","4","4"
"KLHDC1",NA,"Other","0","0","0"
"KLHDC10","1","Other","0","5","0"
"KLHDC2","2","Other","12","12","2"
"KLHDC3","2","Other","8","8","3"
"KLHDC4","3","Other","0","8","3"
"KLHDC7A",NA,"Other","0","0","0"
"KLHDC7B",NA,"Other","0","0","0"
"KLHDC8A","1","Other","0","0","2"
"KLHDC8B","2","Other","1","5","0"
"KLHDC9","2","Other","1","1","0"
"KLHL1",NA,"Other","0","0","0"
"KLHL10",NA,"Other","0","0","0"
"KLHL11",NA,"Other","0","0","0"
"KLHL12","1","Other","0","0","1"
"KLHL13","1","Other","0","0","2"
"KLHL14","1","Other","0","1","0"
"KLHL15","1","Other","0","0","1"
"KLHL17",NA,"Other","0","0","0"
"KLHL18","2","Other","1","2","0"
"KLHL2","2","Other","1","4","0"
"KLHL20","1","Other","0","1","0"
"KLHL21","3","Other","0","1","2"
"KLHL22","3","Other","0","1","2"
"KLHL23","2","Other","1","2","1"
"KLHL24","2","Other","8","3","19"
"KLHL25","1","Other","0","0","1"
"KLHL26","1","Other","0","0","3"
"KLHL28","1","Other","0","6","0"
"KLHL29",NA,"Other","0","0","0"
"KLHL3","1","Other","0","1","0"
"KLHL30","1","Other","0","3","0"
"KLHL31",NA,"Other","0","0","0"
"KLHL32",NA,"Other","0","0","0"
"KLHL33",NA,"Other","0","0","0"
"KLHL34",NA,"Other","0","0","0"
"KLHL35",NA,"Other","0","0","0"
"KLHL36","1","Other","0","10","0"
"KLHL38",NA,"Other","0","0","0"
"KLHL4","0","Other","1","0","0"
"KLHL5","2","Other","6","2","2"
"KLHL6","2","Other","5","4","4"
"KLHL7","3","Other","0","1","3"
"KLHL8","1","Other","0","2","0"
"KLHL9","2","Other","2","25","0"
"KLK10","2","Other","1","3","0"
"KLK11","1","Other","0","4","0"
"KLK12","1","Other","0","1","0"
"KLK13","0","Other","1","0","0"
"KLK14","1","Other","0","1","0"
"KLK15",NA,"Other","0","0","0"
"KLK4",NA,"Other","0","0","0"
"KLK5",NA,"Other","0","0","0"
"KLK6",NA,"Other","0","0","0"
"KLK7","1","Enzyme","0","1","0"
"KLK8","1","Enzyme","0","0","5"
"KLK9",NA,"Other","0","0","0"
"KLKB1",NA,"Enzyme","0","0","0"
"KLRC1","2","Receptor","1","2","0"
"KLRD1","2","Receptor","3","3","0"
"KLRG1","2","Receptor","1","4","0"
"KLRG2","1","Other","0","0","1"
"KMO","2","Enzyme","1","1","0"
"KNCN",NA,"Other","0","0","0"
"KNDC1","0","Other","1","0","0"
"KNTC1",NA,"Other","0","0","0"
"KPNA1","2","Other","4","13","0"
"KPNA2","2","Other","2","5","9"
"KPNA3","3","Other","0","3","3"
"KPNA4","2","Other","21","4","7"
"KPNA6","1","Other","0","31","0"
"KPNA7",NA,"Other","0","0","0"
"KPNB1","2","Other","14","18","0"
"KPRP",NA,"Other","0","0","0"
"KPTN","1","Other","0","0","2"
"KRAS","2","Other","21","1","8"
"KRBA1",NA,"Other","0","0","0"
"KRCC1","2","Other","9","1","17"
"KREMEN1","3","Receptor","0","5","2"
"KREMEN2",NA,"Receptor","0","0","0"
"KRI1","3","Other","0","9","1"
"KRIT1","2","Other","1","10","0"
"KRR1","2","Other","4","24","3"
"KRT1","1","Other","0","1","0"
"KRT12",NA,"Other","0","0","0"
"KRT13",NA,"Other","0","0","0"
"KRT14","1","Other","0","0","3"
"KRT15","2","Other","1","10","0"
"KRT16",NA,"Other","0","0","0"
"KRT17","0","Other","1","0","0"
"KRT18","2","Other","8","3","0"
"KRT19","2","Other","7","1","1"
"KRT20",NA,"Other","0","0","0"
"KRT222",NA,"Other","0","0","0"
"KRT23","1","Other","0","0","4"
"KRT24",NA,"Other","0","0","0"
"KRT25",NA,"Other","0","0","0"
"KRT26",NA,"Other","0","0","0"
"KRT27",NA,"Other","0","0","0"
"KRT28",NA,"Other","0","0","0"
"KRT32",NA,"Other","0","0","0"
"KRT34",NA,"Other","0","0","0"
"KRT35",NA,"Other","0","0","0"
"KRT36",NA,"Other","0","0","0"
"KRT39",NA,"Other","0","0","0"
"KRT4","1","Other","0","1","0"
"KRT40",NA,"Other","0","0","0"
"KRT5","2","Other","1","1","3"
"KRT7","0","Other","8","0","0"
"KRT71",NA,"Other","0","0","0"
"KRT73",NA,"Other","0","0","0"
"KRT75",NA,"Other","0","0","0"
"KRT76",NA,"Other","0","0","0"
"KRT77",NA,"Other","0","0","0"
"KRT78",NA,"Other","0","0","0"
"KRT79","1","Other","0","0","1"
"KRT8","2","Other","8","2","0"
"KRT80","1","Other","0","0","6"
"KRT81",NA,"Other","0","0","0"
"KRT82",NA,"Other","0","0","0"
"KRT83",NA,"Other","0","0","0"
"KRT84",NA,"Other","0","0","0"
"KRT86",NA,"Other","0","0","0"
"KRTAP1-1",NA,"Other","0","0","0"
"KRTAP1-5",NA,"Other","0","0","0"
"KRTAP11-1",NA,"Other","0","0","0"
"KRTAP13-1",NA,"Other","0","0","0"
"KRTAP15-1",NA,"Other","0","0","0"
"KRTAP16-1",NA,"Other","0","0","0"
"KRTAP24-1",NA,"Other","0","0","0"
"KRTAP26-1",NA,"Other","0","0","0"
"KRTAP27-1",NA,"Other","0","0","0"
"KRTAP3-1",NA,"Other","0","0","0"
"KRTAP4-3",NA,"Other","0","0","0"
"KRTAP7-1",NA,"Other","0","0","0"
"KRTAP1-3",NA,"Other","0","0","0"
"KRTAP9-1",NA,"Other","0","0","0"
"KRTCAP2","2","Other","4","27","0"
"KRTCAP3","0","Other","8","0","0"
"KRTDAP",NA,"Other","0","0","0"
"KSR1","1","Other","0","2","0"
"KSR2","1","Enzyme","0","1","0"
"KTI12","3","Other","0","1","3"
"KY","1","Other","0","1","0"
"KYNU","1","Enzyme","0","6","0"
"L1CAM","1","Ligand","0","0","2"
"L2HGDH",NA,"Other","0","0","0"
"L3MBTL1",NA,"TF","0","0","0"
"L3MBTL2","1","Other","0","2","0"
"L3MBTL3","2","Other","1","5","0"
"L3MBTL4",NA,"TF","0","0","0"
"LACTB","2","Other","1","5","2"
"LACTB2","3","Other","0","5","2"
"LACTBL1",NA,"Other","0","0","0"
"LAD1","2","Other","2","1","1"
"LAG3","3","Other","0","3","4"
"LAIR1","2","Other","1","1","2"
"LALBA",NA,"Other","0","0","0"
"LAMA1",NA,"Ligand","0","0","0"
"LAMA2","2","Ligand","4","2","0"
"LAMA3","2","Ligand","1","2","0"
"LAMA4","2","Ligand","7","1","0"
"LAMA5","2","Ligand","6","4","2"
"LAMB1","2","Ligand","3","2","1"
"LAMB2","2","Ligand","16","1","0"
"LAMB3","2","Ligand","4","2","0"
"LAMC1","2","Ligand","7","3","1"
"LAMC2","2","Ligand","1","3","3"
"LAMC3","3","Ligand","0","2","1"
"LAMP1","2","Receptor","26","6","0"
"LAMP2","2","Other","24","2","3"
"LAMP3","2","Other","2","1","0"
"LAMTOR2","2","Other","26","6","0"
"LAMTOR3","2","Other","11","1","14"
"LANCL1","3","Other","0","2","9"
"LANCL2",NA,"Other","0","0","0"
"LANCL3",NA,"Other","0","0","0"
"LAP3","2","Other","8","11","1"
"LAPTM4A","2","Other","31","1","0"
"LAPTM4B","2","Other","12","1","4"
"LAPTM5","2","Other","12","1","1"
"LARP1","2","Other","16","15","0"
"LARP4","2","Other","4","3","6"
"LARP4B","2","Other","22","9","1"
"LARP6","1","Other","0","3","0"
"LARP7","2","Other","8","14","0"
"LARS2","1","Other","0","0","32"
"LAS1L","2","Other","1","1","2"
"LASP1","2","Other","15","1","14"
"LAT","1","Other","0","0","6"
"LAT2","2","Other","5","2","2"
"LATS1","1","Enzyme","0","12","0"
"LATS2","2","Enzyme","9","14","0"
"LAX1","2","Other","1","1","4"
"LAYN","1","Other","0","3","0"
"LBH","2","Other","13","3","7"
"LBP","1","Other","0","0","10"
"LBR","2","Other","13","2","10"
"LBX1",NA,"TF","0","0","0"
"LBX2",NA,"TF","0","0","0"
"LCA5","0","Other","1","0","0"
"LCA5L","1","Other","0","1","0"
"LCAT","1","Enzyme","0","4","0"
"LCK","0","Enzyme","5","0","0"
"LCLAT1","2","Other","1","2","0"
"LCMT1","1","Enzyme","0","4","0"
"LCMT2",NA,"Other","0","0","0"
"LCN10",NA,"Other","0","0","0"
"LCN12",NA,"Other","0","0","0"
"LCN2","2","Ligand","2","2","3"
"LCN6",NA,"Other","0","0","0"
"LCN8","1","Other","0","1","0"
"LCN9",NA,"Other","0","0","0"
"LCOR","3","TF","0","23","2"
"LCORL","3","TF","0","1","1"
"LCP1","2","Other","12","1","8"
"LCP2","2","Other","11","4","0"
"LCT",NA,"Other","0","0","0"
"LCTL",NA,"Other","0","0","0"
"LDB1","2","Other","9","4","12"
"LDB2","0","Other","5","0","0"
"LDB3","0","Other","2","0","0"
"LDHA","0","Enzyme","32","0","0"
"LDHAL6B",NA,"Other","0","0","0"
"LDHB","2","Enzyme","11","10","2"
"LDHC",NA,"Enzyme","0","0","0"
"LDHD",NA,"Enzyme","0","0","0"
"LDLR","2","Receptor","5","9","7"
"LDLRAD1","0","Other","1","0","0"
"LDLRAD2",NA,"Other","0","0","0"
"LDLRAD3","1","Other","0","0","6"
"LDLRAP1","2","Other","2","1","3"
"LDOC1","1","Other","0","9","0"
"LEAP2",NA,"Other","0","0","0"
"LECT2",NA,"Other","0","0","0"
"LEF1","2","TF","3","2","0"
"LEFTY1","1","Other","0","0","1"
"LEFTY2",NA,"Ligand","0","0","0"
"LEKR1","0","Other","1","0","0"
"LEMD2","3","Other","0","2","7"
"LEMD3","1","Other","0","2","0"
"LENEP",NA,"Other","0","0","0"
"LENG1",NA,"Other","0","0","0"
"LENG8","1","Other","0","0","32"
"LENG9","1","Other","0","0","3"
"LEO1","3","Other","0","3","1"
"LEP",NA,"Ligand","0","0","0"
"LEPR","2","Receptor","3","1","7"
"LEPROT","2","Other","20","5","3"
"LEPROTL1","2","Other","18","2","9"
"LETM1","2","Other","17","12","2"
"LETM2","1","Other","0","0","2"
"LETMD1","3","Other","0","5","1"
"LFNG","2","Enzyme","3","1","9"
"LGALS1","2","Other","17","7","2"
"LGALS12",NA,"Other","0","0","0"
"LGALS2","1","Other","0","1","0"
"LGALS3","2","Other","15","6","6"
"LGALS3BP","2","Ligand","7","8","15"
"LGALS4","1","Other","0","0","2"
"LGALS8","2","Other","3","10","12"
"LGALS9B","1","Other","0","0","26"
"LGI1",NA,"Other","0","0","0"
"LGI2",NA,"Other","0","0","0"
"LGI3","2","Other","1","1","0"
"LGI4","1","Other","0","3","0"
"LGMN","2","Enzyme","18","4","4"
"LGR4","1","Receptor","0","0","4"
"LGR5","1","Receptor","0","0","1"
"LGR6","2","Receptor","1","2","3"
"LGSN",NA,"Other","0","0","0"
"LHB","1","Ligand","0","0","1"
"LHCGR",NA,"Receptor","0","0","0"
"LHFPL6","2","Other","10","2","1"
"LHFPL1",NA,"Other","0","0","0"
"LHFPL2","3","Other","0","3","1"
"LHFPL3",NA,"Other","0","0","0"
"LHFPL4",NA,"Other","0","0","0"
"LHFPL5",NA,"Other","0","0","0"
"LHPP","1","Enzyme","0","4","0"
"LHX1",NA,"Other","0","0","0"
"LHX2",NA,"TF","0","0","0"
"LHX3",NA,"TF","0","0","0"
"LHX4",NA,"TF","0","0","0"
"LHX5",NA,"TF","0","0","0"
"LHX6",NA,"TF","0","0","0"
"LHX8",NA,"TF","0","0","0"
"LHX9",NA,"TF","0","0","0"
"LIAS","1","Enzyme","0","0","6"
"LIF","1","Ligand","0","3","0"
"LIFR","2","Receptor","5","1","8"
"LIG1","1","Other","0","3","0"
"LIG3","1","Other","0","0","1"
"LIG4",NA,"Other","0","0","0"
"LILRA5","1","Other","0","0","2"
"LIM2",NA,"Other","0","0","0"
"LIMA1","2","Other","10","6","2"
"LIMCH1","2","Other","12","3","1"
"LIMD1","2","Other","3","1","13"
"LIMD2","2","Other","11","1","14"
"LIME1","1","Other","0","0","6"
"LIMK1","3","Enzyme","0","1","2"
"LIMK2","2","Enzyme","4","8","7"
"LIMS1","2","Other","17","3","10"
"LIMS2","2","Other","7","1","3"
"LIN28A",NA,"TF","0","0","0"
"LIN28B",NA,"TF","0","0","0"
"LIN37","2","Other","1","1","0"
"LIN52","3","Other","0","1","1"
"LIN54",NA,"Other","0","0","0"
"LIN7A","1","Other","0","1","0"
"LIN7B",NA,"Other","0","0","0"
"LIN7C","2","Ligand","4","3","5"
"LIN9",NA,"Other","0","0","0"
"LINGO1",NA,"Receptor","0","0","0"
"LINGO2",NA,"Other","0","0","0"
"LINGO3","1","Other","0","1","0"
"LINGO4",NA,"Other","0","0","0"
"LIPA","2","Other","6","6","9"
"LIPC",NA,"Ligand","0","0","0"
"LIPE","1","Enzyme","0","0","4"
"LIPF",NA,"Other","0","0","0"
"LIPG","1","Enzyme","0","0","1"
"LIPH","2","Ligand","4","2","0"
"LIPI",NA,"Other","0","0","0"
"LIPK",NA,"Other","0","0","0"
"LIPM",NA,"Other","0","0","0"
"LIPN",NA,"Other","0","0","0"
"LIPT1",NA,"Other","0","0","0"
"LIPT2",NA,"Enzyme","0","0","0"
"LITAF","2","TF","20","8","4"
"LIX1","1","Other","0","1","0"
"LIX1L","1","Other","0","15","0"
"LLGL1",NA,"Other","0","0","0"
"LLGL2","2","Other","4","8","0"
"LLPH","2","Other","3","20","0"
"LMAN1","2","Other","21","5","1"
"LMAN1L",NA,"Other","0","0","0"
"LMAN2","0","Other","32","0","0"
"LMAN2L","1","Other","0","0","3"
"LMBR1","1","Other","0","9","0"
"LMBR1L",NA,"Receptor","0","0","0"
"LMBRD1","2","Other","26","5","1"
"LMBRD2",NA,"Other","0","0","0"
"LMCD1","2","Other","6","5","0"
"LMF1","2","Other","1","1","0"
"LMF2","2","Other","13","7","2"
"LMLN","1","Other","0","1","0"
"LMNA","2","Other","21","2","7"
"LMNB1","0","Other","1","0","0"
"LMNB2","1","Other","0","1","0"
"LMO1",NA,"Other","0","0","0"
"LMO2","2","Other","7","2","4"
"LMO4","2","Other","14","2","16"
"LMO7","2","Other","9","1","1"
"LMOD1","2","Other","3","1","0"
"LMOD2",NA,"Other","0","0","0"
"LMOD3",NA,"Other","0","0","0"
"LMTK2","2","Receptor","1","1","2"
"LMTK3",NA,"Receptor","0","0","0"
"LMX1A",NA,"TF","0","0","0"
"LMX1B",NA,"TF","0","0","0"
"LNPEP","2","Other","10","7","7"
"LNX1","1","Enzyme","0","0","1"
"LNX2","3","Other","0","4","4"
"LONP1","2","Other","1","6","2"
"LONP2","2","Enzyme","22","7","3"
"LONRF1","1","Other","0","0","1"
"LONRF2","1","Other","0","2","0"
"LONRF3",NA,"Other","0","0","0"
"LOX","2","Other","1","1","1"
"LOXL1","2","Other","3","2","0"
"LOXL2","3","Enzyme","0","1","6"
"LOXL3","1","Enzyme","0","0","4"
"LOXL4","1","Other","0","1","0"
"LPAR1","2","Receptor","3","1","0"
"LPAR2","1","Receptor","0","3","0"
"LPAR3","3","Receptor","0","1","1"
"LPAR4",NA,"Receptor","0","0","0"
"LPAR5","1","Receptor","0","1","0"
"LPAR6","2","Receptor","5","6","0"
"LPCAT1","2","Other","1","5","0"
"LPCAT2","2","Other","4","1","2"
"LPCAT3","2","Other","3","10","0"
"LPCAT4","3","Other","0","1","7"
"LPGAT1","2","Other","2","7","0"
"LPIN1","2","Enzyme","1","16","1"
"LPIN2","2","Enzyme","6","4","6"
"LPIN3","1","Enzyme","0","8","0"
"LPL","2","Ligand","1","5","6"
"LPO",NA,"Other","0","0","0"
"LPP","2","Other","19","7","1"
"LPXN","2","Other","6","5","1"
"LRAT","1","Enzyme","0","0","1"
"LRBA","2","Other","4","5","0"
"LRCH1","2","Other","4","2","8"
"LRCH2",NA,"Other","0","0","0"
"LRCH3","3","Other","0","19","1"
"LRCH4","1","Other","0","6","0"
"LRFN1",NA,"Other","0","0","0"
"LRFN2",NA,"Other","0","0","0"
"LRFN3",NA,"Other","0","0","0"
"LRFN4",NA,"Other","0","0","0"
"LRFN5",NA,"Other","0","0","0"
"LRG1","2","Other","5","3","3"
"LRGUK","0","Other","1","0","0"
"LRIG1","1","Other","0","0","5"
"LRIG2","2","Other","1","4","0"
"LRIG3","1","Other","0","0","1"
"LRIT1",NA,"Other","0","0","0"
"LRIT2",NA,"Other","0","0","0"
"LRIT3",NA,"Other","0","0","0"
"LRMP","2","Other","6","4","2"
"LRP1","2","Receptor","10","1","0"
"LRP10","0","Other","32","0","0"
"LRP11","1","Receptor","0","0","1"
"LRP12","1","Other","0","0","1"
"LRP1B",NA,"Ligand","0","0","0"
"LRP2","2","Receptor","1","1","0"
"LRP2BP","1","Other","0","1","0"
"LRP3",NA,"Other","0","0","0"
"LRP4","2","Receptor","2","2","7"
"LRP5","2","Receptor","1","6","2"
"LRP6","1","Receptor","0","0","10"
"LRP8","0","Receptor","1","0","0"
"LRPAP1","2","Ligand","25","5","0"
"LRPPRC","3","Other","0","22","1"
"LRR1",NA,"Other","0","0","0"
"LRRC1","2","Other","1","2","0"
"LRRC10",NA,"Other","0","0","0"
"LRRC10B","0","Other","1","0","0"
"LRRC14","2","Other","1","4","2"
"LRRC14B",NA,"Other","0","0","0"
"LRRC15",NA,"Other","0","0","0"
"LRRC17","2","Other","1","2","0"
"LRRC18","0","Other","1","0","0"
"LRRC19",NA,"Other","0","0","0"
"LRRC2",NA,"Other","0","0","0"
"LRRC20",NA,"Other","0","0","0"
"LRRC23","0","Other","1","0","0"
"LRRC24",NA,"Other","0","0","0"
"LRRC25","2","Other","3","2","0"
"LRRC26","2","Other","1","1","1"
"LRRC27","1","Other","0","1","0"
"LRRC28","1","Other","0","1","0"
"LRRC29",NA,"Other","0","0","0"
"LRRC3",NA,"Other","0","0","0"
"LRRC30",NA,"Other","0","0","0"
"LRRC32","2","Other","5","2","2"
"LRRC34","0","Other","1","0","0"
"LRRC36","3","Other","0","2","1"
"LRRC38",NA,"Other","0","0","0"
"LRRC39",NA,"Other","0","0","0"
"LRRC3B",NA,"Other","0","0","0"
"LRRC4","1","Receptor","0","3","0"
"LRRC40","1","Other","0","1","0"
"LRRC41","2","Other","6","8","1"
"LRRC42","1","Other","0","0","2"
"LRRC43","0","Other","1","0","0"
"LRRC45","2","Other","1","1","2"
"LRRC46","0","Other","1","0","0"
"LRRC47","1","Other","0","6","0"
"LRRC49","0","Other","1","0","0"
"LRRC4B",NA,"Other","0","0","0"
"LRRC4C",NA,"Receptor","0","0","0"
"LRRC52",NA,"Other","0","0","0"
"LRRC55",NA,"Other","0","0","0"
"LRRC56","1","Other","0","0","1"
"LRRC57","3","Other","0","3","1"
"LRRC58","2","Other","21","11","0"
"LRRC59","2","Other","5","1","12"
"LRRC6","0","Other","1","0","0"
"LRRC61","3","Other","0","2","7"
"LRRC63",NA,"Other","0","0","0"
"LRRC66",NA,"Other","0","0","0"
"LRRC69",NA,"Other","0","0","0"
"LRRC7",NA,"Other","0","0","0"
"LRRC8A","2","Other","18","1","8"
"LRRC8B","3","Other","0","3","4"
"LRRC8C","2","Other","2","1","12"
"LRRC8D","2","Other","2","1","10"
"LRRC8E",NA,"Other","0","0","0"
"LRRCC1",NA,"Other","0","0","0"
"LRRFIP1","2","Other","28","4","0"
"LRRIQ1","0","Other","1","0","0"
"LRRIQ3",NA,"Other","0","0","0"
"LRRIQ4",NA,"Other","0","0","0"
"LRRK1","2","Enzyme","4","4","7"
"LRRK2","2","Enzyme","4","2","0"
"LRRN1",NA,"Other","0","0","0"
"LRRN2",NA,"Other","0","0","0"
"LRRN3","1","Other","0","1","0"
"LRRN4","1","Other","0","1","0"
"LRRN4CL","3","Other","0","1","1"
"LRRTM1",NA,"Other","0","0","0"
"LRRTM2",NA,"Other","0","0","0"
"LRRTM3","1","Other","0","1","0"
"LRRTM4",NA,"Other","0","0","0"
"LRSAM1","3","Other","0","2","1"
"LRTM1",NA,"Other","0","0","0"
"LRTM2","1","Other","0","0","1"
"LRWD1","2","Other","1","1","2"
"LSAMP","1","Other","0","3","0"
"LSG1","3","Other","0","9","2"
"LSM1","2","Other","4","8","6"
"LSM10","2","Other","2","9","6"
"LSM11",NA,"Other","0","0","0"
"LSM12","2","Other","13","15","1"
"LSM14A","3","Other","0","1","15"
"LSM14B","3","Other","0","1","7"
"LSM2","1","Other","0","0","8"
"LSM3","2","Other","14","16","1"
"LSM4","2","Other","24","4","2"
"LSM5","2","Other","8","12","6"
"LSM6","2","Other","10","8","11"
"LSM7","2","Other","28","3","0"
"LSP1","2","Other","13","1","4"
"LSR","2","Receptor","9","5","2"
"LSS","1","Other","0","0","2"
"LTA",NA,"Ligand","0","0","0"
"LTA4H","2","Other","9","6","15"
"LTB","1","Ligand","0","0","9"
"LTB4R","1","Receptor","0","0","3"
"LTB4R2",NA,"Receptor","0","0","0"
"LTBP1","2","Ligand","6","1","3"
"LTBP2","2","Other","1","5","0"
"LTBP3","2","Ligand","10","8","0"
"LTBP4","2","Other","8","3","3"
"LTBR","2","Receptor","18","5","1"
"LTC4S","3","Enzyme","0","3","1"
"LTF","2","Ligand","1","1","0"
"LTK","1","Receptor","0","2","0"
"LTN1","3","Enzyme","0","3","2"
"LTV1","3","Other","0","4","5"
"LUC7L","2","Other","13","13","3"
"LUC7L2","2","Other","19","2","10"
"LUC7L3","2","Other","29","1","0"
"LUM","2","Other","2","2","0"
"LUZP1","2","Other","8","2","8"
"LUZP2","1","Other","0","1","0"
"LXN","2","Other","3","4","5"
"LY6D","1","Other","0","0","3"
"LY6E","2","Other","2","24","0"
"LY6G5B",NA,"Other","0","0","0"
"LY6G5C",NA,"Ligand","0","0","0"
"LY6G6C","1","Receptor","0","0","1"
"LY6G6D",NA,"Other","0","0","0"
"LY6G6F",NA,"Other","0","0","0"
"LY6H","1","Other","0","0","1"
"LY75","3","Other","0","2","1"
"LY86","2","Ligand","3","1","1"
"LY9","2","Other","4","2","2"
"LY96","2","Receptor","1","2","0"
"LYAR","2","Other","1","8","1"
"LYG1",NA,"Other","0","0","0"
"LYG2",NA,"Other","0","0","0"
"LYL1","2","TF","4","1","0"
"LYN","2","Enzyme","11","5","4"
"LYNX1","1","Other","0","0","4"
"LYPD1",NA,"Other","0","0","0"
"LYPD3",NA,"Ligand","0","0","0"
"LYPD4",NA,"Other","0","0","0"
"LYPD5",NA,"Other","0","0","0"
"LYPD6",NA,"Other","0","0","0"
"LYPD6B","1","Other","0","0","1"
"LYPLA1","2","Other","6","4","11"
"LYPLA2","2","Other","15","9","0"
"LYPLAL1","3","Other","0","1","3"
"LYRM1","1","Other","0","4","0"
"LYRM2","2","Other","7","11","5"
"LYRM4","2","Other","10","6","11"
"LYRM7","1","Other","0","5","0"
"LYSMD1","1","Other","0","0","1"
"LYSMD2","2","Other","2","5","5"
"LYSMD3","1","Other","0","0","2"
"LYSMD4",NA,"Other","0","0","0"
"LYST","2","Other","6","12","1"
"LYVE1","2","Receptor","3","2","0"
