"","Evo_Type","Gene_Class","Conserved_Num","Human_Spec_Num","Mouse_Spec_Num"
"AMIGO3",NA,"Other","0","0","0"
"AMMECR1","1","Other","0","1","0"
"AMMECR1L","1","Other","0","0","5"
"AMN",NA,"Other","0","0","0"
"AMN1","1","Other","0","0","2"
"AMOT",NA,"Other","0","0","0"
"AMOTL1","2","Other","10","1","3"
"AMOTL2","2","Other","4","1","10"
"AMPD1","1","Enzyme","0","1","0"
"AMPD2","3","Enzyme","0","5","2"
"AMPD3","3","Enzyme","0","1","2"
"AMPH","3","Other","0","1","1"
"AMT",NA,"Other","0","0","0"
"AMTN",NA,"Other","0","0","0"
"AMY2A",NA,"Other","0","0","0"
"AMZ1","1","Other","0","0","2"
"AMZ2","3","Other","0","10","2"
"ANAPC1","3","Other","0","1","4"
"ANAPC10","3","Other","0","1","3"
"ANAPC11","2","Other","30","1","0"
"ANAPC13","2","Other","20","10","0"
"ANAPC16","2","Other","17","14","0"
"ANAPC2","1","Other","0","0","25"
"ANAPC4","2","Other","2","3","7"
"ANAPC5","2","Other","27","2","2"
"ANAPC7","2","Other","1","2","2"
"ANG","2","Other","4","4","2"
"ANGEL1","1","Other","0","0","1"
"ANGEL2","2","Other","6","1","22"
"ANGPT1","2","Ligand","4","1","1"
"ANGPT2","2","Ligand","4","1","0"
"ANGPT4",NA,"Ligand","0","0","0"
"ANGPTL1","1","Ligand","0","4","0"
"ANGPTL2","2","Ligand","3","1","3"
"ANGPTL3",NA,"Ligand","0","0","0"
"ANGPTL4","2","Ligand","2","3","3"
"ANGPTL6","1","Other","0","1","0"
"ANGPTL7","1","Other","0","0","1"
"ANKH","2","Other","3","7","0"
"ANK1","1","Other","0","1","0"
"ANK3","2","Other","5","3","0"
"ANKAR","1","Other","0","1","0"
"ANKDD1B",NA,"Other","0","0","0"
"ANKFN1","1","Other","0","1","0"
"ANKFY1","2","Other","1","1","5"
"ANKIB1","2","Other","1","6","2"
"ANKK1",NA,"Enzyme","0","0","0"
"ANKLE1",NA,"Other","0","0","0"
"ANKLE2","2","Other","13","9","6"
"ANKMY1","1","Other","0","1","0"
"ANKMY2","1","Other","0","0","8"
"ANKRA2","3","Other","0","1","1"
"ANKRD1","1","Other","0","0","1"
"ANKRD10","2","Other","12","19","0"
"ANKRD11","0","Other","32","0","0"
"ANKRD12","2","Other","28","4","0"
"ANKRD13A","2","Other","7","3","16"
"ANKRD13B",NA,"Other","0","0","0"
"ANKRD13C","1","Other","0","0","3"
"ANKRD13D","1","Other","0","14","0"
"ANKRD16","3","Other","0","1","1"
"ANKRD17","2","Other","24","5","1"
"ANKRD2",NA,"Other","0","0","0"
"ANKRD22",NA,"Other","0","0","0"
"ANKRD23","1","Other","0","0","2"
"ANKRD24",NA,"Other","0","0","0"
"ANKRD26","1","Other","0","2","0"
"ANKRD27","1","Other","0","0","2"
"ANKRD28","1","Other","0","9","0"
"ANKRD29","2","Other","1","2","1"
"ANKRD33",NA,"Other","0","0","0"
"ANKRD33B","1","Other","0","0","6"
"ANKRD34A",NA,"Other","0","0","0"
"ANKRD34B",NA,"Other","0","0","0"
"ANKRD34C",NA,"Other","0","0","0"
"ANKRD35","1","Other","0","1","0"
"ANKRD37","1","Other","0","2","0"
"ANKRD39","1","Other","0","1","0"
"ANKRD40","2","Other","6","12","4"
"ANKRD42","2","Other","1","1","0"
"ANKRD44","2","Other","15","4","4"
"ANKRD45","0","Other","1","0","0"
"ANKRD46","1","Other","0","0","9"
"ANKRD49","2","Other","1","6","2"
"ANKRD52","1","Other","0","1","0"
"ANKRD53","1","Other","0","2","0"
"ANKRD54","2","Other","2","4","1"
"ANKRD55","3","Other","0","1","1"
"ANKRD6","3","Other","0","1","1"
"ANKRD60",NA,"Other","0","0","0"
"ANKRD61",NA,"Other","0","0","0"
"ANKRD7",NA,"Other","0","0","0"
"ANKRD9","1","Other","0","2","0"
"ANKS1A","2","Other","2","5","3"
"ANKS1B",NA,"Other","0","0","0"
"ANKS3","3","Other","0","1","2"
"ANKS4B",NA,"Other","0","0","0"
"ANKS6","3","Other","0","1","2"
"ANKZF1","1","Other","0","5","0"
"ANLN",NA,"Other","0","0","0"
"ANO1","3","Receptor","0","1","5"
"ANO10","3","Other","0","2","6"
"ANO2","1","Other","0","2","0"
"ANO3",NA,"Other","0","0","0"
"ANO4",NA,"Other","0","0","0"
"ANO5","1","Other","0","1","0"
"ANO6","2","Other","9","16","0"
"ANO7",NA,"Other","0","0","0"
"ANO8",NA,"Other","0","0","0"
"ANO9","1","Other","0","1","0"
"ANPEP","2","Other","1","5","4"
"ANTXR1","2","Other","6","1","2"
"ANTXR2","2","Other","4","5","5"
"ANTXRL",NA,"Other","0","0","0"
"ANXA1","2","Ligand","23","4","2"
"ANXA10",NA,"Other","0","0","0"
"ANXA11","2","Other","15","17","0"
"ANXA13",NA,"Other","0","0","0"
"ANXA2","2","Other","30","1","1"
"ANXA3","2","Other","10","1","7"
"ANXA4","2","Other","16","4","5"
"ANXA5","2","Other","26","6","0"
"ANXA6","2","Other","15","15","0"
"ANXA7","2","Other","25","6","0"
"ANXA9",NA,"Other","0","0","0"
"AOAH","1","Enzyme","0","7","0"
"AOC2",NA,"Enzyme","0","0","0"
"AOC3","2","Enzyme","2","2","0"
"AOX1","3","Other","0","1","3"
"AP1AR","1","Other","0","0","4"
"AP1B1","2","Other","8","5","11"
"AP1G1","2","Other","8","22","0"
"AP1G2","1","Other","0","8","0"
"AP1M1","2","Other","22","3","2"
"AP1M2","2","Other","6","1","0"
"AP1S1","2","Other","1","16","0"
"AP1S2","2","Other","6","5","4"
"AP1S3","1","Other","0","2","0"
"AP2A1","3","Other","0","8","4"
"AP2A2","1","Other","0","0","29"
"AP2M1","0","Other","32","0","0"
"AP2S1","2","Other","29","3","0"
"AP3B1","2","Other","5","5","11"
"AP3B2",NA,"Other","0","0","0"
"AP3D1","2","Other","23","3","4"
"AP3M1","3","Other","0","1","7"
"AP3M2","3","Other","0","1","2"
"AP3S1","2","Other","12","14","5"
"AP3S2","0","Other","1","0","0"
"AP4B1",NA,"Other","0","0","0"
"AP4E1","1","Other","0","0","1"
"AP4M1","1","Other","0","1","0"
"AP4S1","1","Other","0","0","12"
"APAF1","3","Other","0","1","2"
"APBA1","1","Other","0","0","2"
"APBA2","1","Other","0","0","1"
"APBA3","1","Other","0","0","1"
"APBB1","2","Other","3","3","8"
"APBB1IP","2","Other","11","1","0"
"APBB2","2","Other","6","5","2"
"APBB3","1","Other","0","2","0"
"APC","2","Other","4","6","11"
"APC2",NA,"Other","0","0","0"
"APCDD1","3","Receptor","0","2","1"
"APCS",NA,"Other","0","0","0"
"APEH","2","Other","6","12","3"
"APEX1","1","Enzyme","0","27","0"
"APEX2","1","Enzyme","0","1","0"
"APH1A","2","Other","18","6","7"
"APH1B","3","Other","0","3","3"
"API5","2","Other","6","2","20"
"APIP","3","Other","0","3","3"
"APLF","1","Enzyme","0","1","0"
"APLN","0","Ligand","1","0","0"
"APLNR","0","Receptor","1","0","0"
"APLP1","0","Other","1","0","0"
"APLP2","2","Receptor","26","3","2"
"APOA1",NA,"Other","0","0","0"
"APOA2",NA,"Other","0","0","0"
"APOA4",NA,"Other","0","0","0"
"APOA5",NA,"Other","0","0","0"
"APOB",NA,"Ligand","0","0","0"
"APOBEC1","1","Other","0","0","6"
"APOBEC2",NA,"Other","0","0","0"
"APOBEC3B","2","Other","1","19","0"
"APOBEC4","1","Other","0","1","0"
"APOBR","2","Other","4","2","0"
"APOC2","1","Other","0","0","2"
"APOC4",NA,"Other","0","0","0"
"APOD","2","Ligand","1","6","0"
"APOE","2","Ligand","4","24","0"
"APOF",NA,"Other","0","0","0"
"APOH",NA,"Other","0","0","0"
"APOL6","1","Other","0","23","0"
"APOL2","1","Other","0","25","0"
"APOLD1","2","Other","2","3","1"
"APOM",NA,"Other","0","0","0"
"APOO","2","Other","2","1","2"
"APOOL","1","Other","0","3","0"
"APP","2","Ligand","19","1","6"
"APPBP2","2","Other","2","5","7"
"APPL1","2","Other","7","14","2"
"APPL2","2","Other","2","2","7"
"APRT","2","Other","21","9","1"
"APTX","1","Enzyme","0","4","0"
"AQP1","2","Receptor","5","7","2"
"AQP11",NA,"Other","0","0","0"
"AQP2",NA,"Receptor","0","0","0"
"AQP3","2","Receptor","2","7","0"
"AQP4","3","Receptor","0","4","2"
"AQP5","2","Receptor","4","2","0"
"AQP6",NA,"Receptor","0","0","0"
"AQP7",NA,"Receptor","0","0","0"
"AQP8",NA,"Receptor","0","0","0"
"AQP9","2","Receptor","1","2","1"
"AQR","2","Enzyme","6","11","2"
"AR","1","TF","0","2","0"
"ARAF","2","Enzyme","24","6","0"
"ARAP1","2","Other","7","1","6"
"ARAP2","2","Other","7","8","3"
"ARAP3","2","Other","5","2","0"
"ARC","1","Other","0","0","1"
"ARCN1","2","Other","21","4","6"
"AREG","2","Ligand","4","6","0"
"ARF1","0","Ligand","32","0","0"
"ARF3","2","Other","16","5","6"
"ARF4","2","Other","29","3","0"
"ARF5","2","Other","31","1","0"
"ARF6","2","Other","30","2","0"
"ARFGAP1","2","Other","2","2","10"
"ARFGAP2","2","Other","17","11","1"
"ARFGAP3","2","Other","5","14","2"
"ARFGEF1","2","Other","12","14","3"
"ARFGEF2","2","Other","4","19","0"
"ARFIP1","1","Other","0","0","12"
"ARFIP2","2","Other","2","7","0"
"ARFRP1","2","Other","4","7","7"
"ARG1","1","Other","0","1","0"
"ARG2","3","Other","0","2","3"
"ARGLU1","0","Other","32","0","0"
"ARHGAP1","2","Other","28","4","0"
"ARHGAP10","2","Other","4","2","1"
"ARHGAP11A",NA,"Other","0","0","0"
"ARHGAP12","2","Other","1","5","2"
"ARHGAP15","2","Other","12","1","1"
"ARHGAP17","2","Other","9","13","2"
"ARHGAP18","2","Other","2","9","1"
"ARHGAP19",NA,"Other","0","0","0"
"ARHGAP20","3","Other","0","1","4"
"ARHGAP21","2","Other","3","1","2"
"ARHGAP22","1","Other","0","0","1"
"ARHGAP23","1","Other","0","0","5"
"ARHGAP24","2","Other","2","3","4"
"ARHGAP25","2","Other","11","1","0"
"ARHGAP26","2","Other","10","6","4"
"ARHGAP27","1","Other","0","0","7"
"ARHGAP28","1","Other","0","0","1"
"ARHGAP29","2","Other","12","2","2"
"ARHGAP30","2","Other","12","1","0"
"ARHGAP31","2","Other","6","1","12"
"ARHGAP32","2","Other","3","1","4"
"ARHGAP33",NA,"Other","0","0","0"
"ARHGAP36","1","Other","0","0","1"
"ARHGAP39","2","Other","1","2","0"
"ARHGAP4","2","Other","10","5","0"
"ARHGAP40",NA,"Other","0","0","0"
"ARHGAP42","2","Other","3","2","0"
"ARHGAP44","2","Other","1","7","0"
"ARHGAP5","2","Other","3","1","12"
"ARHGAP6","2","Other","2","8","1"
"ARHGAP9","2","Other","8","2","1"
"ARHGDIA","2","Other","27","5","0"
"ARHGDIB","2","Other","16","10","1"
"ARHGDIG","1","Other","0","0","1"
"ARHGEF1","2","Other","17","14","0"
"ARHGEF10","1","Other","0","0","4"
"ARHGEF10L","2","Other","1","2","4"
"ARHGEF11","1","Other","0","1","0"
"ARHGEF12","2","Other","19","1","1"
"ARHGEF15","2","Other","3","1","1"
"ARHGEF16","1","Other","0","0","2"
"ARHGEF17","2","Other","4","1","4"
"ARHGEF18","1","Other","0","0","4"
"ARHGEF19",NA,"Other","0","0","0"
"ARHGEF2","2","Other","9","1","13"
"ARHGEF25","3","Other","0","1","5"
"ARHGEF26","1","Other","0","0","2"
"ARHGEF3","2","Other","11","1","3"
"ARHGEF33",NA,"Other","0","0","0"
"ARHGEF37","1","Other","0","1","0"
"ARHGEF4",NA,"Other","0","0","0"
"ARHGEF40","2","Other","2","4","3"
"ARHGEF5","1","Other","0","0","2"
"ARHGEF6","2","Other","3","5","5"
"ARHGEF7","2","Other","4","8","6"
"ARHGEF9","1","Other","0","2","0"
"ARID1A","2","TF","31","1","0"
"ARID1B","2","TF","22","10","0"
"ARID2","2","TF","3","19","4"
"ARID3A","2","TF","3","1","3"
"ARID3B","3","TF","0","1","1"
"ARID3C",NA,"TF","0","0","0"
"ARID4A","2","TF","16","4","8"
"ARID4B","2","TF","24","7","1"
"ARID5A","2","TF","15","9","0"
"ARID5B","2","TF","16","8","3"
"ARIH1","2","Other","4","20","3"
"ARIH2","2","Other","6","25","1"
"ARL1","2","Other","16","13","0"
"ARL10","1","Other","0","1","0"
"ARL11","2","Other","1","3","1"
"ARL13A",NA,"Other","0","0","0"
"ARL13B","2","Other","1","13","0"
"ARL14",NA,"Other","0","0","0"
"ARL15","2","Other","1","3","0"
"ARL16","2","Other","1","16","0"
"ARL2","2","Other","13","13","0"
"ARL2BP","2","Other","2","18","0"
"ARL3","2","Other","9","4","2"
"ARL4A","2","Other","5","5","13"
"ARL4C","2","Other","9","2","4"
"ARL4D","3","Other","0","2","6"
"ARL5A","2","Other","4","8","4"
"ARL5B","3","Other","0","1","9"
"ARL5C","2","Other","1","5","0"
"ARL6","0","Other","1","0","0"
"ARL6IP1","2","Other","26","6","0"
"ARL6IP4","1","Other","0","0","17"
"ARL6IP5","2","Other","30","2","0"
"ARL6IP6","3","Other","0","2","1"
"ARL8A","2","Other","3","21","0"
"ARL8B","2","Other","14","4","10"
"ARL9",NA,"Other","0","0","0"
"ARMC1","1","Other","0","0","8"
"ARMC10","1","Other","0","0","4"
"ARMC2","0","Other","1","0","0"
"ARMC3","0","Other","1","0","0"
"ARMC4","0","Other","1","0","0"
"ARMC5","3","Other","0","1","1"
"ARMC6","1","Other","0","0","2"
"ARMC7","1","Other","0","0","2"
"ARMC8","2","Other","2","19","0"
"ARMC9","1","Other","0","2","0"
"ARMCX1","1","Other","0","0","2"
"ARMCX2","1","Other","0","0","4"
"ARMCX3","2","Other","6","7","1"
"ARMCX4",NA,"Other","0","0","0"
"ARMCX5","1","Other","0","0","2"
"ARMCX6","3","Other","0","2","1"
"ARNT","2","TF","9","2","6"
"ARNT2","1","TF","0","2","0"
"ARNTL","3","TF","0","6","1"
"ARNTL2","1","TF","0","1","0"
"ARPC1A","2","Other","17","4","6"
"ARPC1B","2","Other","12","19","0"
"ARPC2","0","Other","32","0","0"
"ARPC3","2","Other","31","1","0"
"ARPC4","0","Other","32","0","0"
"ARPC5","0","Other","32","0","0"
"ARPC5L","2","Other","23","2","3"
"ARPP19","2","Other","26","1","5"
"ARPP21",NA,"Other","0","0","0"
"ARR3",NA,"Other","0","0","0"
"ARRB1","2","Other","7","4","1"
"ARRB2","2","Other","10","1","0"
"ARRDC1","2","Other","14","3","4"
"ARRDC2","1","Other","0","14","0"
"ARRDC3","2","Other","6","16","4"
"ARRDC4","2","Other","1","5","0"
"ARRDC5","1","Other","0","1","0"
"ARSA","2","Enzyme","2","6","7"
"ARSB","3","Enzyme","0","4","6"
"ARSG","1","Other","0","2","0"
"ARSI",NA,"Other","0","0","0"
"ARSJ","1","Other","0","2","0"
"ARSK","1","Other","0","1","0"
"ART1",NA,"Receptor","0","0","0"
"ART3","1","Other","0","0","3"
"ART4","3","Other","0","1","2"
"ART5",NA,"Other","0","0","0"
"ARTN","1","Ligand","0","0","1"
"ARV1","1","Other","0","2","0"
"ARVCF","1","Other","0","0","2"
"ARX",NA,"TF","0","0","0"
"AS3MT","1","Enzyme","0","0","6"
"ASAH1","2","Enzyme","26","5","0"
"ASAH2",NA,"Enzyme","0","0","0"
"ASAP1","2","Other","13","5","5"
"ASAP2","1","Other","0","0","5"
"ASAP3","1","Other","0","0","1"
"ASB1","1","Other","0","0","2"
"ASB10",NA,"Other","0","0","0"
"ASB11",NA,"Other","0","0","0"
"ASB12",NA,"Other","0","0","0"
"ASB13","1","Other","0","0","4"
"ASB14",NA,"Other","0","0","0"
"ASB15",NA,"Other","0","0","0"
"ASB16",NA,"Other","0","0","0"
"ASB17",NA,"Other","0","0","0"
"ASB18",NA,"Other","0","0","0"
"ASB2","1","Other","0","0","4"
"ASB4","1","Other","0","1","0"
"ASB5","1","Other","0","0","2"
"ASB6",NA,"Other","0","0","0"
"ASB7",NA,"Other","0","0","0"
"ASB8","2","Other","1","11","0"
"ASB9",NA,"Other","0","0","0"
"ASCC1","3","Other","0","1","4"
"ASCC2","2","Other","2","20","2"
"ASCC3","2","Enzyme","4","9","4"
"ASCL1","0","TF","1","0","0"
"ASCL2","1","TF","0","1","0"
"ASCL3",NA,"TF","0","0","0"
"ASCL4",NA,"TF","0","0","0"
"ASF1A","2","Other","1","2","2"
"ASF1B",NA,"Other","0","0","0"
"ASGR1","1","Receptor","0","3","0"
"ASGR2","1","Receptor","0","1","0"
"ASH1L","2","TF","26","6","0"
"ASH2L","1","Other","0","0","5"
"ASL","2","Other","1","13","1"
"ASNS","1","Enzyme","0","0","4"
"ASNSD1","3","Other","0","7","3"
"ASPA","2","Other","1","1","1"
"ASPDH",NA,"Other","0","0","0"
"ASPG",NA,"Enzyme","0","0","0"
"ASPH","2","Enzyme","6","7","7"
"ASPHD2",NA,"Other","0","0","0"
"ASPM",NA,"Other","0","0","0"
"ASPN","2","Other","2","3","0"
"ASPRV1","1","Other","0","0","1"
"ASPSCR1","2","Other","3","2","14"
"ASRGL1","3","Other","0","6","1"
"ASS1","2","Other","3","6","6"
"ASTE1",NA,"Other","0","0","0"
"ASTL",NA,"Other","0","0","0"
"ASTN1",NA,"Other","0","0","0"
"ASTN2",NA,"Other","0","0","0"
"ASXL1","2","Other","3","24","2"
"ASXL2","2","Other","4","4","9"
"ASXL3","1","Other","0","1","0"
"ASZ1",NA,"Other","0","0","0"
"ATAD1","2","Enzyme","1","8","0"
"ATAD2","1","Enzyme","0","0","1"
"ATAD2B","2","Other","1","6","3"
"ATAD3A","1","Other","0","0","2"
"ATAD5","1","Other","0","1","0"
"ATAT1","1","Other","0","0","1"
"ATCAY",NA,"Other","0","0","0"
"ATE1","2","Enzyme","2","6","14"
"ATF1","1","TF","0","0","8"
"ATF2","3","TF","0","1","4"
"ATF3","2","TF","14","5","10"
"ATF4","2","TF","31","1","0"
"ATF5","3","TF","0","2","4"
"ATF6","2","TF","11","13","2"
"ATF6B","1","TF","0","0","14"
"ATF7","2","TF","1","9","0"
"ATF7IP","2","Other","17","13","0"
"ATF7IP2","1","Other","0","12","0"
"ATG10",NA,"Other","0","0","0"
"ATG12","2","Other","10","16","1"
"ATG13","2","Other","5","11","6"
"ATG14","1","Other","0","5","0"
"ATG16L1",NA,"Other","0","0","0"
"ATG16L2","2","Other","2","6","2"
"ATG2A","2","Other","1","3","3"
"ATG2B","1","Other","0","1","0"
"ATG3","2","Other","28","4","0"
"ATG4A","3","Other","0","1","1"
"ATG4B","2","Other","3","17","4"
"ATG4C",NA,"Other","0","0","0"
"ATG4D","3","Other","0","1","2"
"ATG5","2","Other","1","2","6"
"ATG7","2","Other","4","3","1"
"ATG9A","1","Other","0","0","6"
"ATG9B","1","Other","0","2","0"
"ATIC","2","Other","1","11","0"
"ATL1",NA,"Other","0","0","0"
"ATL2","3","Other","0","4","1"
"ATL3","2","Other","8","7","6"
"ATM","1","Enzyme","0","13","0"
"ATMIN","3","Other","0","3","1"
"ATN1","2","Other","10","6","5"
"ATOH1",NA,"TF","0","0","0"
"ATOH7",NA,"TF","0","0","0"
"ATOH8","2","TF","3","1","1"
"ATOX1","2","Other","25","7","0"
"ATP10A","2","Receptor","2","4","1"
"ATP10B",NA,"Receptor","0","0","0"
"ATP11A","2","Receptor","11","5","7"
"ATP11B","2","Receptor","9","3","5"
"ATP11C","1","Receptor","0","0","1"
"ATP12A","1","Receptor","0","1","0"
"ATP13A1","2","Other","2","10","1"
"ATP13A2","2","Other","1","5","0"
"ATP13A3","2","Other","3","2","10"
"ATP13A4","1","Other","0","7","0"
"ATP13A5",NA,"Other","0","0","0"
"ATP1A1","2","Receptor","24","2","5"
"ATP1A2","2","Receptor","2","3","0"
"ATP1A3","1","Receptor","0","0","5"
"ATP1A4",NA,"Receptor","0","0","0"
"ATP1B1","2","Receptor","9","5","4"
"ATP1B2","2","Receptor","2","2","0"
"ATP1B3","2","Receptor","26","6","0"
"ATP1B4",NA,"Other","0","0","0"
"ATP2A1","1","Receptor","0","0","1"
"ATP2A2","2","Receptor","18","6","0"
"ATP2A3","2","Receptor","11","11","0"
"ATP2B1","2","Receptor","23","1","7"
"ATP2B2",NA,"Receptor","0","0","0"
"ATP2B3",NA,"Receptor","0","0","0"
"ATP2B4","2","Receptor","9","16","0"
"ATP2C1","2","Receptor","2","4","15"
"ATP2C2","2","Receptor","2","3","0"
"ATP4A",NA,"Receptor","0","0","0"
"ATP4B",NA,"Receptor","0","0","0"
"ATP5F1A","2","Other","31","1","0"
"ATP5F1B","0","Other","32","0","0"
"ATP5F1C","2","Other","31","1","0"
"ATP5F1D","2","Other","31","1","0"
"ATP5MC1","2","Other","29","1","1"
"ATP5MC2","0","Other","31","0","0"
"ATP5MC3","2","Other","30","1","0"
"ATP5PD","2","Other","30","1","1"
"ATP5PF","2","Other","31","1","0"
"ATP5MF","2","Other","29","3","0"
"ATP5MG","2","Other","31","1","0"
"ATP5PO","2","Other","30","1","0"
"ATP6AP1","2","Other","31","1","0"
"ATP6AP2","2","Receptor","27","3","2"
"ATP6V0A1","2","Receptor","4","4","3"
"ATP6V0A2","2","Receptor","1","2","5"
"ATP6V0A4",NA,"Receptor","0","0","0"
"ATP6V0B","2","Receptor","31","1","0"
"ATP6V0C","1","Receptor","0","0","32"
"ATP6V0D1","2","Receptor","31","1","0"
"ATP6V0D2","1","Receptor","0","0","1"
"ATP6V0E1","0","Receptor","32","0","0"
"ATP6V0E2","2","Receptor","1","4","7"
"ATP6V1A","2","Receptor","9","2","11"
"ATP6V1B1","1","Receptor","0","0","1"
"ATP6V1B2","2","Receptor","6","4","14"
"ATP6V1C1","2","Receptor","2","19","0"
"ATP6V1C2","1","Receptor","0","0","5"
"ATP6V1D","2","Receptor","15","17","0"
"ATP6V1E1","2","Receptor","26","2","4"
"ATP6V1E2",NA,"Receptor","0","0","0"
"ATP6V1F","2","Receptor","31","1","0"
"ATP6V1G1","2","Receptor","31","1","0"
"ATP6V1G2",NA,"Receptor","0","0","0"
"ATP6V1G3",NA,"Receptor","0","0","0"
"ATP6V1H","2","Receptor","6","3","16"
"ATP7A","1","Receptor","0","0","5"
"ATP7B","1","Receptor","0","0","5"
"ATP8A1","2","Receptor","4","3","13"
"ATP8A2","1","Receptor","0","1","0"
"ATP8B1","2","Receptor","3","11","1"
"ATP8B2","1","Receptor","0","0","2"
"ATP8B3",NA,"Receptor","0","0","0"
"ATP8B4","2","Receptor","1","2","0"
"ATP9A","2","Receptor","5","1","4"
"ATP9B","3","Receptor","0","7","2"
"ATPAF1","1","Other","0","6","0"
"ATPAF2","1","Other","0","1","0"
"ATP5IF1","1","Other","0","0","32"
"ATR","3","Enzyme","0","3","1"
"ATRIP","1","Other","0","0","2"
"ATRN","2","Receptor","3","4","9"
"ATRNL1","1","Other","0","0","1"
"ATRX","0","Enzyme","32","0","0"
"ATXN1","2","Other","10","6","9"
"ATXN10","2","Other","25","4","3"
"ATXN1L","3","Other","0","2","1"
"ATXN2","2","Other","9","18","0"
"ATXN2L","2","Other","17","1","14"
"ATXN3","1","Other","0","12","0"
"ATXN7",NA,"Other","0","0","0"
"ATXN7L1","2","Other","2","3","5"
"ATXN7L2",NA,"Other","0","0","0"
"ATXN7L3","1","Other","0","1","0"
"ATXN7L3B","2","Other","20","12","0"
"AUH","1","Other","0","0","7"
"AUP1","2","Other","31","1","0"
"AURKA",NA,"Enzyme","0","0","0"
"AURKAIP1","2","Other","30","1","1"
"AURKB",NA,"Enzyme","0","0","0"
"AURKC",NA,"Enzyme","0","0","0"
"AUTS2","3","Other","0","11","2"
"AVEN","3","Other","0","1","2"
"AVIL",NA,"Other","0","0","0"
"AVL9","2","Other","2","20","0"
"AVP",NA,"Ligand","0","0","0"
"AVPI1","2","Other","4","4","5"
"AVPR1A",NA,"Receptor","0","0","0"
"AVPR1B",NA,"Receptor","0","0","0"
"AVPR2",NA,"Receptor","0","0","0"
"AWAT1",NA,"Enzyme","0","0","0"
"AWAT2",NA,"Enzyme","0","0","0"
"AXIN1","2","Other","1","6","0"
"AXIN2","1","Other","0","0","3"
"AXL","2","Receptor","7","3","0"
"AZGP1","1","Ligand","0","1","0"
"AZI2","2","Other","5","20","0"
"AZIN1","2","Other","7","15","0"
"C5orf24","2","Other","12","1","15"
"B2M","0","Ligand","32","0","0"
"B3GALNT1","3","Other","0","3","1"
"B3GALNT2","1","Other","0","0","3"
"B3GALT1","1","Other","0","0","1"
"B3GALT2","1","Other","0","0","1"
"B3GALT4",NA,"Other","0","0","0"
"B3GALT5",NA,"Other","0","0","0"
"B3GALT6","1","Other","0","1","0"
"B3GAT1",NA,"Other","0","0","0"
"B3GAT2",NA,"Other","0","0","0"
"B3GAT3","2","Other","9","3","12"
"B3GNT2","2","Other","1","14","0"
"B3GNT3","1","Other","0","0","3"
"B3GNT4","1","Other","0","0","1"
"B3GNT5","3","Other","0","4","1"
"B3GNT6",NA,"Other","0","0","0"
"B3GNT7","2","Other","1","9","1"
"B3GNT8","3","Other","0","3","2"
"B3GNTL1",NA,"Other","0","0","0"
"B4GALNT1","1","Other","0","0","18"
"B4GALNT2",NA,"Other","0","0","0"
"B4GALNT3",NA,"Other","0","0","0"
"B4GALNT4",NA,"Other","0","0","0"
"B4GALT1","2","Other","31","1","0"
"B4GALT2","1","Other","0","0","1"
"B4GALT3","2","Other","2","5","5"
"B4GALT4","2","Other","1","3","5"
"B4GALT5","2","Other","5","11","1"
"B4GALT6","1","Other","0","1","0"
"B4GALT7","3","Other","0","2","2"
"B9D1","2","Other","1","1","0"
"B9D2","2","Other","1","1","6"
"C16orf91","2","Other","1","1","4"
"C6orf89","2","Other","18","3","10"
"C6orf62","2","Other","11","20","0"
"C9orf78","2","Other","21","7","4"
"C3orf52",NA,"Other","0","0","0"
"C19orf54",NA,"Other","0","0","0"
"C1orf54","2","Other","3","6","0"
"C18orf32","1","Other","0","0","32"
"C12orf66",NA,"Other","0","0","0"
"C3orf84",NA,"Other","0","0","0"
"C12orf60",NA,"Other","0","0","0"
"C11orf16","0","Other","1","0","0"
"C15orf41","3","Other","0","1","1"
"C1orf112",NA,"Ligand","0","0","0"
"BAALC","1","Other","0","1","0"
"BAAT",NA,"Enzyme","0","0","0"
"BACE1","1","Enzyme","0","0","10"
"BACE2","2","Enzyme","2","6","5"
"BACH1","2","TF","4","4","2"
"BACH2","2","TF","2","1","0"
"BAD","2","Other","10","6","5"
"BAG1","2","Other","26","5","0"
"BAG2","1","Other","0","4","0"
"BAG3","2","Other","17","2","3"
"BAG4","1","Other","0","3","0"
"BAG5","2","Other","1","2","9"
"BAG6","1","Other","0","0","13"
"BAHCC1","1","Other","0","1","0"
"BAHD1","1","Other","0","1","0"
"BAIAP2","2","Other","10","4","1"
