Cell	cell_type
N6_B003269.gencode.vH29	Basal
N7_B002460.gencode.vH29	Basal
N8_B002460.gencode.vH29	Basal
O2_B002460.gencode.vH29	Basal
O2_B003269.gencode.vH29	Basal
O3_B003269.gencode.vH29	Basal
O6_B001774.gencode.vH29	Basal
P1_B003269.gencode.vH29	Basal
P4_B001773.gencode.vH29	Basal
P6_B003269.gencode.vH29	Basal
P4_B002461.gencode.vH29	Basal
C8_B002460.gencode.vH29	Neuroendocrine
E5_B003269.gencode.vH29	Neuroendocrine
K1_B002460.gencode.vH29	Neuroendocrine
G2_B003269.gencode.vH29	Basal
D5_B003269.gencode.vH29	Neuroendocrine
A6_B001773.gencode.vH29	Basal
A6_B002461.gencode.vH29	Basal
A8_B001773.gencode.vH29	Basal
B8_B001773.gencode.vH29	Basal
B8_B002461.gencode.vH29	Basal
C3_B001773.gencode.vH29	Basal
C4_B002461.gencode.vH29	Basal
C5_B001774.gencode.vH29	Differentiating Basal
C5_B002461.gencode.vH29	Differentiating Basal
C7_B002461.gencode.vH29	Basal
C8_B001771.gencode.vH29	Differentiating Basal
C8_B002461.gencode.vH29	Basal
D1_B001773.gencode.vH29	Differentiating Basal
D6_B001773.gencode.vH29	Basal
D6_B002460.gencode.vH29	Differentiating Basal
D7_B001773.gencode.vH29	Basal
D7_B002461.gencode.vH29	Basal
E3_B002460.gencode.vH29	Differentiating Basal
E4_B002461.gencode.vH29	Basal
E8_B001773.gencode.vH29	Basal
F3_B002461.gencode.vH29	Differentiating Basal
F4_B001772.gencode.vH29	Ionocyte
F4_B001773.gencode.vH29	Basal
F8_B001773.gencode.vH29	Differentiating Basal
F8_B002461.gencode.vH29	Basal
G1_B002461.gencode.vH29	Basal
G3_B003269.gencode.vH29	Differentiating Basal
G5_B002460.gencode.vH29	Differentiating Basal
G5_B003269.gencode.vH29	Differentiating Basal
G6_B001773.gencode.vH29	Differentiating Basal
G6_B002460.gencode.vH29	Differentiating Basal
G8_B002460.gencode.vH29	Differentiating Basal
H2_B002461.gencode.vH29	Differentiating Basal
H7_B002460.gencode.vH29	Differentiating Basal
H8_B001773.gencode.vH29	Differentiating Basal
I1_B003269.gencode.vH29	Differentiating Basal
I5_B001773.gencode.vH29	Differentiating Basal
I5_B002461.gencode.vH29	Differentiating Basal
I6_B001772.gencode.vH29	Basal
I7_B001773.gencode.vH29	Differentiating Basal
I8_B001773.gencode.vH29	Basal
J1_B002461.gencode.vH29	Differentiating Basal
J2_B002461.gencode.vH29	Differentiating Basal
J4_B001773.gencode.vH29	Basal
K2_B002461.gencode.vH29	Differentiating Basal
K5_B002461.gencode.vH29	Basal
K7_B001773.gencode.vH29	Basal
L3_B001772.gencode.vH29	Basal
L4_B002461.gencode.vH29	Differentiating Basal
L5_B001769.gencode.vH29	Differentiating Basal
L6_B001773.gencode.vH29	Basal
L6_B001774.gencode.vH29	Differentiating Basal
L8_B001773.gencode.vH29	Differentiating Basal
M1_B002461.gencode.vH29	Differentiating Basal
M2_B001771.gencode.vH29	Differentiating Basal
M4_B002461.gencode.vH29	Differentiating Basal
N1_B001773.gencode.vH29	Basal
N4_B001773.gencode.vH29	Basal
N4_B002461.gencode.vH29	Basal
N5_B002461.gencode.vH29	Differentiating Basal
O2_B001773.gencode.vH29	Basal
O3_B001773.gencode.vH29	Basal
O3_B002461.gencode.vH29	Basal
O4_B001772.gencode.vH29	Differentiating Basal
O6_B001773.gencode.vH29	Differentiating Basal
O8_B002461.gencode.vH29	Differentiating Basal
P6_B001773.gencode.vH29	Basal
P7_B001773.gencode.vH29	Basal
P7_B002461.gencode.vH29	Differentiating Basal
P8_B002461.gencode.vH29	Differentiating Basal
B5_B002460.gencode.vH29	Goblet
G1_B001769.gencode.vH29	Differentiating Basal
H6_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
I2_B001774.gencode.vH29	Alveolar Epithelial Type 1
I3_B001771.gencode.vH29	Alveolar Epithelial Type 1
A3_B001772.gencode.vH29	Club
A3_B002460.gencode.vH29	Club
A4_B003269.gencode.vH29	Club
A5_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
A6_B001774.gencode.vH29	Club
A7_B002460.gencode.vH29	Club
A8_B001772.gencode.vH29	Club
A8_B001774.gencode.vH29	Club
A8_B002460.gencode.vH29	Club
A8_B002461.gencode.vH29	Club
A8_B003269.gencode.vH29	Club
B1_B002464.gencode.vH29	Club
B2_B002460.gencode.vH29	Club
B3_B001774.gencode.vH29	Club
B3_B003269.gencode.vH29	Club
B6_B001772.gencode.vH29	Club
B6_B001773.gencode.vH29	Club
B6_B002464.gencode.vH29	Club
B7_B001772.gencode.vH29	Club
B7_B001774.gencode.vH29	Club
B8_B001771.gencode.vH29	Signaling Alveolar Epithelial Type 2
C2_B001772.gencode.vH29	Club
C2_B001774.gencode.vH29	Club
C2_B002460.gencode.vH29	Club
C2_B003269.gencode.vH29	Club
C3_B001769.gencode.vH29	Club
C4_B002464.gencode.vH29	Club
C5_B001769.gencode.vH29	Club
C5_B002460.gencode.vH29	Club
C6_B001772.gencode.vH29	Club
C6_B002460.gencode.vH29	Club
C7_B001772.gencode.vH29	Club
C7_B002460.gencode.vH29	Club
C7_B002464.gencode.vH29	Neuroendocrine
C7_B003269.gencode.vH29	Club
D5_B001772.gencode.vH29	Club
D7_B001769.gencode.vH29	Signaling Alveolar Epithelial Type 2
D7_B001772.gencode.vH29	Signaling Alveolar Epithelial Type 2
D7_B003269.gencode.vH29	Club
D8_B001772.gencode.vH29	Club
E2_B002460.gencode.vH29	Club
E2_B003269.gencode.vH29	Club
E3_B001769.gencode.vH29	Club
E3_B001772.gencode.vH29	Club
E4_B001769.gencode.vH29	Signaling Alveolar Epithelial Type 2
E5_B001771.gencode.vH29	Alveolar Epithelial Type 1
E6_B001769.gencode.vH29	Club
E6_B001771.gencode.vH29	Club
E6_B002464.gencode.vH29	Club
E8_B001772.gencode.vH29	Club
E8_B002460.gencode.vH29	Club
F1_B002460.gencode.vH29	Club
F1_B002464.gencode.vH29	Club
F2_B001773.gencode.vH29	Club
F2_B001774.gencode.vH29	Club
F2_B003269.gencode.vH29	Club
F3_B001772.gencode.vH29	Club
F3_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
F4_B001769.gencode.vH29	Club
F4_B002464.gencode.vH29	Club
F5_B002461.gencode.vH29	Club
F5_B003269.gencode.vH29	Club
F6_B001773.gencode.vH29	Club
F7_B001774.gencode.vH29	Club
F7_B002460.gencode.vH29	Club
F7_B002464.gencode.vH29	Club
F7_B003269.gencode.vH29	Club
F8_B001769.gencode.vH29	Club
F8_B001771.gencode.vH29	Club
G2_B001771.gencode.vH29	Club
G2_B001774.gencode.vH29	Club
G4_B001773.gencode.vH29	Club
G4_B001774.gencode.vH29	Club
G4_B002460.gencode.vH29	Club
G4_B003269.gencode.vH29	Club
G5_B001774.gencode.vH29	Club
G6_B001774.gencode.vH29	Club
G7_B001771.gencode.vH29	Club
G7_B001773.gencode.vH29	Signaling Alveolar Epithelial Type 2
G8_B001772.gencode.vH29	Club
H1_B002461.gencode.vH29	Goblet
H1_B003269.gencode.vH29	Club
H2_B002464.gencode.vH29	Club
H3_B001773.gencode.vH29	Club
H3_B002464.gencode.vH29	Goblet
H4_B001772.gencode.vH29	Club
H4_B002461.gencode.vH29	Club
H5_B002460.gencode.vH29	Goblet
H6_B001769.gencode.vH29	Club
H6_B001772.gencode.vH29	Signaling Alveolar Epithelial Type 2
H6_B002461.gencode.vH29	Club
H7_B002461.gencode.vH29	Club
H8_B001769.gencode.vH29	Club
I2_B002460.gencode.vH29	Club
I3_B002460.gencode.vH29	Club
I4_B002460.gencode.vH29	Club
I5_B001772.gencode.vH29	Club
I5_B002460.gencode.vH29	Goblet
I6_B002461.gencode.vH29	Club
I7_B002460.gencode.vH29	Club
I7_B002464.gencode.vH29	Club
I7_B003269.gencode.vH29	Club
I8_B001771.gencode.vH29	Club
J1_B001769.gencode.vH29	Club
J1_B002460.gencode.vH29	Club
J1_B003269.gencode.vH29	Signaling Alveolar Epithelial Type 2
J2_B001771.gencode.vH29	Club
J2_B002460.gencode.vH29	Club
J3_B001771.gencode.vH29	Club
J3_B001773.gencode.vH29	Club
J4_B002460.gencode.vH29	Club
J5_B001773.gencode.vH29	Club
J6_B001771.gencode.vH29	Club
J6_B002460.gencode.vH29	Club
J6_B002464.gencode.vH29	Club
J6_B003269.gencode.vH29	Club
J7_B001774.gencode.vH29	Club
J7_B002461.gencode.vH29	Club
J7_B003269.gencode.vH29	Club
J8_B001773.gencode.vH29	Club
J8_B001774.gencode.vH29	Club
K1_B002464.gencode.vH29	Club
K1_B003269.gencode.vH29	Club
K2_B001774.gencode.vH29	Club
K3_B001771.gencode.vH29	Club
K4_B002460.gencode.vH29	Club
K7_B003269.gencode.vH29	Club
K8_B001771.gencode.vH29	Alveolar Epithelial Type 1
K8_B002460.gencode.vH29	Club
L1_B001769.gencode.vH29	Club
L2_B001769.gencode.vH29	Club
L3_B001769.gencode.vH29	Club
L3_B002464.gencode.vH29	Club
L3_B003269.gencode.vH29	Club
L5_B001771.gencode.vH29	Club
L6_B001769.gencode.vH29	Goblet
L6_B002464.gencode.vH29	Club
L6_B003269.gencode.vH29	Club
L7_B001772.gencode.vH29	Club
L7_B002464.gencode.vH29	Signaling Alveolar Epithelial Type 2
M1_B001769.gencode.vH29	Club
M3_B001771.gencode.vH29	Club
M3_B001774.gencode.vH29	Club
M4_B001769.gencode.vH29	Club
M4_B001773.gencode.vH29	Club
M4_B002464.gencode.vH29	Club
M5_B002461.gencode.vH29	Club
M5_B003269.gencode.vH29	Club
M6_B001771.gencode.vH29	Club
M6_B003269.gencode.vH29	Goblet
M7_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
M7_B002460.gencode.vH29	Club
N1_B001774.gencode.vH29	Club
N2_B001771.gencode.vH29	Club
N2_B001772.gencode.vH29	Club
N2_B003269.gencode.vH29	Club
N3_B003269.gencode.vH29	Signaling Alveolar Epithelial Type 2
N4_B001774.gencode.vH29	Club
N4_B002460.gencode.vH29	Club
N5_B001769.gencode.vH29	Club
N5_B001773.gencode.vH29	Club
N5_B001774.gencode.vH29	Club
N5_B002460.gencode.vH29	Club
N7_B001773.gencode.vH29	Club
N7_B002464.gencode.vH29	Club
N8_B001771.gencode.vH29	Club
N8_B003269.gencode.vH29	Club
O1_B003269.gencode.vH29	Club
O2_B002461.gencode.vH29	Goblet
O3_B001769.gencode.vH29	Club
O3_B001771.gencode.vH29	Club
O4_B001771.gencode.vH29	Club
O4_B003269.gencode.vH29	Club
O5_B001771.gencode.vH29	Club
O5_B003269.gencode.vH29	Club
O6_B002460.gencode.vH29	Goblet
O8_B001771.gencode.vH29	Signaling Alveolar Epithelial Type 2
O8_B003269.gencode.vH29	Club
P2_B001773.gencode.vH29	Club
P2_B002460.gencode.vH29	Club
P3_B002460.gencode.vH29	Club
P3_B002461.gencode.vH29	Club
P3_B003269.gencode.vH29	Club
P4_B002460.gencode.vH29	Club
P5_B003269.gencode.vH29	Club
P6_B001771.gencode.vH29	Club
P6_B002464.gencode.vH29	Club
P7_B003269.gencode.vH29	Club
P8_B001771.gencode.vH29	Club
A2_B001772.gencode.vH29	Alveolar Epithelial Type 1
A2_B001774.gencode.vH29	Alveolar Epithelial Type 1
A3_B001774.gencode.vH29	Alveolar Epithelial Type 1
A6_B001772.gencode.vH29	Alveolar Epithelial Type 1
A7_B001772.gencode.vH29	Alveolar Epithelial Type 1
A7_B001774.gencode.vH29	Alveolar Epithelial Type 1
B1_B001772.gencode.vH29	Alveolar Epithelial Type 1
B2_B001771.gencode.vH29	Alveolar Epithelial Type 1
B2_B001772.gencode.vH29	Alveolar Epithelial Type 1
B4_B001771.gencode.vH29	Alveolar Epithelial Type 1
B5_B001772.gencode.vH29	Alveolar Epithelial Type 1
B6_B003269.gencode.vH29	Alveolar Epithelial Type 1
B7_B002461.gencode.vH29	Alveolar Epithelial Type 1
C4_B001771.gencode.vH29	Alveolar Epithelial Type 1
C6_B001771.gencode.vH29	Alveolar Epithelial Type 1
D1_B001771.gencode.vH29	Alveolar Epithelial Type 1
D2_B001771.gencode.vH29	Alveolar Epithelial Type 1
D2_B002461.gencode.vH29	Alveolar Epithelial Type 1
D3_B001771.gencode.vH29	Alveolar Epithelial Type 1
D5_B002464.gencode.vH29	Alveolar Epithelial Type 1
D6_B001769.gencode.vH29	Alveolar Epithelial Type 1
D6_B001774.gencode.vH29	Alveolar Epithelial Type 1
D7_B001771.gencode.vH29	Alveolar Epithelial Type 1
D8_B001771.gencode.vH29	Alveolar Epithelial Type 1
E6_B001772.gencode.vH29	Alveolar Epithelial Type 1
E6_B001773.gencode.vH29	Alveolar Epithelial Type 1
E8_B001771.gencode.vH29	Alveolar Epithelial Type 1
F5_B001771.gencode.vH29	Alveolar Epithelial Type 1
F6_B001771.gencode.vH29	Alveolar Epithelial Type 1
G1_B002464.gencode.vH29	Alveolar Epithelial Type 1
G2_B001769.gencode.vH29	Alveolar Epithelial Type 1
G4_B002461.gencode.vH29	Alveolar Epithelial Type 1
G7_B002464.gencode.vH29	Alveolar Epithelial Type 1
H4_B001771.gencode.vH29	Alveolar Epithelial Type 1
H5_B001773.gencode.vH29	Alveolar Epithelial Type 1
H7_B001774.gencode.vH29	Alveolar Epithelial Type 1
I1_B001769.gencode.vH29	Alveolar Epithelial Type 1
I2_B001773.gencode.vH29	Alveolar Epithelial Type 1
I3_B001772.gencode.vH29	Alveolar Epithelial Type 1
I3_B001773.gencode.vH29	Alveolar Epithelial Type 1
I4_B001771.gencode.vH29	Alveolar Epithelial Type 1
I4_B001774.gencode.vH29	Alveolar Epithelial Type 1
I4_B003269.gencode.vH29	Alveolar Epithelial Type 1
I5_B001771.gencode.vH29	Alveolar Epithelial Type 1
J4_B001769.gencode.vH29	Alveolar Epithelial Type 1
J5_B001772.gencode.vH29	Alveolar Epithelial Type 1
K1_B002461.gencode.vH29	Alveolar Epithelial Type 1
K4_B001774.gencode.vH29	Alveolar Epithelial Type 1
K6_B001772.gencode.vH29	Alveolar Epithelial Type 1
K7_B002464.gencode.vH29	Alveolar Epithelial Type 1
K8_B002461.gencode.vH29	Alveolar Epithelial Type 1
K8_B002464.gencode.vH29	Alveolar Epithelial Type 1
L4_B002464.gencode.vH29	Alveolar Epithelial Type 1
L5_B001772.gencode.vH29	Alveolar Epithelial Type 1
L5_B002461.gencode.vH29	Alveolar Epithelial Type 1
M16_B002464.gencode.vH29	Alveolar Epithelial Type 1
M2_B001774.gencode.vH29	Alveolar Epithelial Type 1
M3_B001772.gencode.vH29	Alveolar Epithelial Type 1
M5_B001772.gencode.vH29	Alveolar Epithelial Type 1
M7_B001769.gencode.vH29	Alveolar Epithelial Type 1
M7_B001771.gencode.vH29	Alveolar Epithelial Type 1
M7_B001772.gencode.vH29	Alveolar Epithelial Type 1
N5_B001771.gencode.vH29	Alveolar Epithelial Type 1
N6_B001774.gencode.vH29	Alveolar Epithelial Type 1
N8_B002461.gencode.vH29	Alveolar Epithelial Type 1
O3_B001774.gencode.vH29	Alveolar Epithelial Type 1
O4_B001774.gencode.vH29	Alveolar Epithelial Type 1
O5_B002460.gencode.vH29	Alveolar Epithelial Type 1
O6_B001772.gencode.vH29	Alveolar Epithelial Type 1
O7_B001772.gencode.vH29	Alveolar Epithelial Type 1
O7_B001773.gencode.vH29	Alveolar Epithelial Type 1
P1_B001769.gencode.vH29	Alveolar Epithelial Type 1
P2_B001771.gencode.vH29	Alveolar Epithelial Type 1
P3_B001771.gencode.vH29	Alveolar Epithelial Type 1
P5_B002464.gencode.vH29	Alveolar Epithelial Type 1
P6_B001774.gencode.vH29	Alveolar Epithelial Type 1
P7_B002464.gencode.vH29	Alveolar Epithelial Type 1
P8_B001774.gencode.vH29	Alveolar Epithelial Type 1
E4_B001771.gencode.vH29	Alveolar Epithelial Type 1
A2_B001773.gencode.vH29	Alveolar Epithelial Type 1
A7_B002461.gencode.vH29	Alveolar Epithelial Type 1
B1_B001773.gencode.vH29	Alveolar Epithelial Type 1
B1_B002461.gencode.vH29	Alveolar Epithelial Type 1
B2_B002464.gencode.vH29	Alveolar Epithelial Type 1
B3_B002461.gencode.vH29	Alveolar Epithelial Type 1
B3_B002464.gencode.vH29	Alveolar Epithelial Type 1
B4_B001773.gencode.vH29	Alveolar Epithelial Type 1
B4_B002461.gencode.vH29	Alveolar Epithelial Type 1
B5_B002461.gencode.vH29	Alveolar Epithelial Type 1
B5_B002464.gencode.vH29	Alveolar Epithelial Type 1
B6_B002460.gencode.vH29	Alveolar Epithelial Type 1
B6_B002461.gencode.vH29	Alveolar Epithelial Type 1
B7_B001773.gencode.vH29	Alveolar Epithelial Type 1
C2_B001773.gencode.vH29	Alveolar Epithelial Type 1
C3_B001774.gencode.vH29	Alveolar Epithelial Type 1
C4_B001772.gencode.vH29	Alveolar Epithelial Type 1
C4_B001773.gencode.vH29	Alveolar Epithelial Type 1
C7_B001769.gencode.vH29	Alveolar Epithelial Type 1
C7_B001773.gencode.vH29	Alveolar Epithelial Type 1
C7_B001774.gencode.vH29	Alveolar Epithelial Type 1
C8_B001774.gencode.vH29	Alveolar Epithelial Type 1
D1_B002464.gencode.vH29	Alveolar Epithelial Type 1
D2_B001774.gencode.vH29	Alveolar Epithelial Type 1
D3_B001769.gencode.vH29	Alveolar Epithelial Type 1
D3_B001772.gencode.vH29	Alveolar Epithelial Type 1
D3_B001773.gencode.vH29	Alveolar Epithelial Type 1
D3_B002464.gencode.vH29	Alveolar Epithelial Type 1
D3_B003269.gencode.vH29	Alveolar Epithelial Type 1
D4_B001769.gencode.vH29	Alveolar Epithelial Type 1
D4_B001773.gencode.vH29	Alveolar Epithelial Type 1
D4_B001774.gencode.vH29	Alveolar Epithelial Type 1
D4_B002464.gencode.vH29	Alveolar Epithelial Type 1
D5_B001774.gencode.vH29	Alveolar Epithelial Type 1
D5_B002461.gencode.vH29	Alveolar Epithelial Type 1
E1_B002461.gencode.vH29	Alveolar Epithelial Type 1
E3_B002464.gencode.vH29	Alveolar Epithelial Type 1
E4_B001773.gencode.vH29	Alveolar Epithelial Type 1
E5_B001769.gencode.vH29	Alveolar Epithelial Type 1
E5_B002464.gencode.vH29	Alveolar Epithelial Type 1
E7_B002461.gencode.vH29	Alveolar Epithelial Type 1
E8_B001769.gencode.vH29	Alveolar Epithelial Type 1
E8_B001774.gencode.vH29	Alveolar Epithelial Type 1
F1_B001772.gencode.vH29	Alveolar Epithelial Type 1
F1_B002461.gencode.vH29	Alveolar Epithelial Type 1
F2_B002461.gencode.vH29	Alveolar Epithelial Type 1
F2_B002464.gencode.vH29	Alveolar Epithelial Type 1
F3_B001769.gencode.vH29	Alveolar Epithelial Type 1
F4_B001771.gencode.vH29	Alveolar Epithelial Type 1
F4_B001774.gencode.vH29	Alveolar Epithelial Type 1
F5_B001772.gencode.vH29	Alveolar Epithelial Type 1
F6_B001769.gencode.vH29	Alveolar Epithelial Type 1
G1_B001773.gencode.vH29	Alveolar Epithelial Type 1
G3_B001773.gencode.vH29	Alveolar Epithelial Type 1
G3_B001774.gencode.vH29	Alveolar Epithelial Type 1
G3_B002461.gencode.vH29	Alveolar Epithelial Type 1
G3_B002464.gencode.vH29	Alveolar Epithelial Type 1
G4_B001769.gencode.vH29	Alveolar Epithelial Type 1
G5_B001769.gencode.vH29	Alveolar Epithelial Type 1
G6_B002461.gencode.vH29	Alveolar Epithelial Type 1
G6_B002464.gencode.vH29	Alveolar Epithelial Type 1
G7_B001772.gencode.vH29	Alveolar Epithelial Type 1
H1_B001773.gencode.vH29	Alveolar Epithelial Type 1
H2_B001769.gencode.vH29	Alveolar Epithelial Type 1
H2_B001773.gencode.vH29	Alveolar Epithelial Type 1
H3_B002461.gencode.vH29	Alveolar Epithelial Type 1
H4_B001769.gencode.vH29	Alveolar Epithelial Type 1
H4_B001773.gencode.vH29	Alveolar Epithelial Type 1
H5_B001769.gencode.vH29	Alveolar Epithelial Type 1
H5_B002464.gencode.vH29	Alveolar Epithelial Type 1
H7_B001773.gencode.vH29	Alveolar Epithelial Type 1
H7_B002464.gencode.vH29	Alveolar Epithelial Type 1
I1_B001773.gencode.vH29	Alveolar Epithelial Type 1
I1_B002461.gencode.vH29	Alveolar Epithelial Type 1
I3_B001769.gencode.vH29	Alveolar Epithelial Type 1
I4_B001773.gencode.vH29	Alveolar Epithelial Type 1
I5_B002464.gencode.vH29	Alveolar Epithelial Type 1
I8_B001769.gencode.vH29	Alveolar Epithelial Type 1
I8_B001772.gencode.vH29	Alveolar Epithelial Type 1
J2_B001772.gencode.vH29	Alveolar Epithelial Type 1
J2_B001773.gencode.vH29	Alveolar Epithelial Type 1
J2_B001774.gencode.vH29	Alveolar Epithelial Type 1
J3_B001769.gencode.vH29	Alveolar Epithelial Type 1
J3_B001772.gencode.vH29	Alveolar Epithelial Type 1
J4_B001774.gencode.vH29	Alveolar Epithelial Type 1
J5_B001769.gencode.vH29	Alveolar Epithelial Type 1
J5_B001774.gencode.vH29	Alveolar Epithelial Type 1
J6_B001769.gencode.vH29	Alveolar Epithelial Type 1
J8_B002461.gencode.vH29	Alveolar Epithelial Type 1
K1_B001773.gencode.vH29	Alveolar Epithelial Type 1
K3_B001772.gencode.vH29	Alveolar Epithelial Type 1
K3_B001774.gencode.vH29	Alveolar Epithelial Type 1
K3_B002464.gencode.vH29	Alveolar Epithelial Type 1
K4_B001773.gencode.vH29	Alveolar Epithelial Type 1
K4_B002461.gencode.vH29	Alveolar Epithelial Type 1
K5_B001769.gencode.vH29	Alveolar Epithelial Type 1
K5_B002464.gencode.vH29	Alveolar Epithelial Type 1
K6_B001771.gencode.vH29	Alveolar Epithelial Type 1
K6_B001774.gencode.vH29	Alveolar Epithelial Type 1
K7_B001771.gencode.vH29	Alveolar Epithelial Type 1
K7_B002461.gencode.vH29	Alveolar Epithelial Type 1
K8_B001772.gencode.vH29	Alveolar Epithelial Type 1
K8_B001774.gencode.vH29	Alveolar Epithelial Type 1
L1_B001773.gencode.vH29	Alveolar Epithelial Type 1
L2_B001772.gencode.vH29	Alveolar Epithelial Type 1
L2_B002464.gencode.vH29	Alveolar Epithelial Type 1
L3_B001774.gencode.vH29	Alveolar Epithelial Type 1
L4_B001773.gencode.vH29	Alveolar Epithelial Type 1
L4_B001774.gencode.vH29	Alveolar Epithelial Type 1
L5_B001773.gencode.vH29	Alveolar Epithelial Type 1
L7_B001769.gencode.vH29	Alveolar Epithelial Type 1
L7_B001773.gencode.vH29	Alveolar Epithelial Type 1
L8_B002464.gencode.vH29	Alveolar Epithelial Type 1
M1_B001773.gencode.vH29	Alveolar Epithelial Type 1
M2_B001773.gencode.vH29	Alveolar Epithelial Type 1
M3_B002460.gencode.vH29	Alveolar Epithelial Type 1
M3_B002464.gencode.vH29	Alveolar Epithelial Type 1
M5_B002464.gencode.vH29	Alveolar Epithelial Type 1
M6_B002464.gencode.vH29	Alveolar Epithelial Type 1
M7_B002464.gencode.vH29	Alveolar Epithelial Type 1
M8_B001773.gencode.vH29	Alveolar Epithelial Type 1
M8_B002464.gencode.vH29	Alveolar Epithelial Type 1
N6_B001769.gencode.vH29	Alveolar Epithelial Type 1
N7_B001769.gencode.vH29	Alveolar Epithelial Type 1
N7_B001774.gencode.vH29	Alveolar Epithelial Type 1
N8_B001769.gencode.vH29	Alveolar Epithelial Type 1
N8_B001773.gencode.vH29	Alveolar Epithelial Type 1
O1_B002464.gencode.vH29	Alveolar Epithelial Type 1
O4_B002464.gencode.vH29	Alveolar Epithelial Type 1
O5_B002464.gencode.vH29	Alveolar Epithelial Type 1
O6_B002461.gencode.vH29	Alveolar Epithelial Type 1
O8_B001772.gencode.vH29	Alveolar Epithelial Type 1
O8_B001773.gencode.vH29	Alveolar Epithelial Type 1
P3_B001773.gencode.vH29	Alveolar Epithelial Type 1
P5_B001773.gencode.vH29	Alveolar Epithelial Type 1
P6_B002461.gencode.vH29	Alveolar Epithelial Type 1
A1_B002460.gencode.vH29	Alveolar Epithelial Type 2
A2_B002460.gencode.vH29	Alveolar Epithelial Type 2
A2_B003269.gencode.vH29	Alveolar Epithelial Type 2
A4_B001774.gencode.vH29	Alveolar Epithelial Type 2
A5_B001773.gencode.vH29	Alveolar Epithelial Type 2
A5_B002460.gencode.vH29	Alveolar Epithelial Type 2
A5_B003269.gencode.vH29	Alveolar Epithelial Type 2
A6_B002460.gencode.vH29	Alveolar Epithelial Type 2
A7_B001773.gencode.vH29	Alveolar Epithelial Type 2
B1_B003269.gencode.vH29	Alveolar Epithelial Type 2
B3_B001772.gencode.vH29	Alveolar Epithelial Type 2
B3_B001773.gencode.vH29	Alveolar Epithelial Type 2
B4_B002460.gencode.vH29	Alveolar Epithelial Type 2
B4_B002464.gencode.vH29	Alveolar Epithelial Type 2
B5_B003269.gencode.vH29	Alveolar Epithelial Type 2
B7_B002460.gencode.vH29	Alveolar Epithelial Type 2
B7_B002464.gencode.vH29	Alveolar Epithelial Type 2
B7_B003269.gencode.vH29	Alveolar Epithelial Type 2
B8_B002460.gencode.vH29	Signaling Alveolar Epithelial Type 2
C1_B001773.gencode.vH29	Alveolar Epithelial Type 2
C1_B002460.gencode.vH29	Alveolar Epithelial Type 2
C2_B002464.gencode.vH29	Alveolar Epithelial Type 2
C3_B002460.gencode.vH29	Alveolar Epithelial Type 2
C3_B002461.gencode.vH29	Alveolar Epithelial Type 2
C3_B002464.gencode.vH29	Alveolar Epithelial Type 2
C3_B003269.gencode.vH29	Alveolar Epithelial Type 2
C4_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
C4_B002460.gencode.vH29	Alveolar Epithelial Type 2
C5_B001773.gencode.vH29	Alveolar Epithelial Type 2
C5_B002464.gencode.vH29	Alveolar Epithelial Type 2
C5_B003269.gencode.vH29	Alveolar Epithelial Type 2
C6_B002461.gencode.vH29	Alveolar Epithelial Type 2
C6_B003269.gencode.vH29	Alveolar Epithelial Type 2
C8_B001772.gencode.vH29	Alveolar Epithelial Type 2
C8_B001773.gencode.vH29	Alveolar Epithelial Type 2
D1_B001772.gencode.vH29	Alveolar Epithelial Type 2
D1_B002460.gencode.vH29	Alveolar Epithelial Type 2
D1_B002461.gencode.vH29	Alveolar Epithelial Type 2
D1_B003269.gencode.vH29	Alveolar Epithelial Type 2
D2_B002460.gencode.vH29	Alveolar Epithelial Type 2
D2_B003269.gencode.vH29	Alveolar Epithelial Type 2
D3_B002460.gencode.vH29	Alveolar Epithelial Type 2
D3_B002461.gencode.vH29	Alveolar Epithelial Type 2
D4_B001772.gencode.vH29	Alveolar Epithelial Type 2
D5_B001773.gencode.vH29	Alveolar Epithelial Type 2
D5_B002460.gencode.vH29	Alveolar Epithelial Type 2
D6_B001771.gencode.vH29	Alveolar Epithelial Type 2
D6_B002461.gencode.vH29	Alveolar Epithelial Type 2
D6_B003269.gencode.vH29	Alveolar Epithelial Type 2
D8_B001773.gencode.vH29	Alveolar Epithelial Type 2
D8_B002460.gencode.vH29	Alveolar Epithelial Type 2
D8_B002461.gencode.vH29	Alveolar Epithelial Type 2
D8_B003269.gencode.vH29	Alveolar Epithelial Type 2
E1_B003269.gencode.vH29	Alveolar Epithelial Type 2
E2_B001769.gencode.vH29	Alveolar Epithelial Type 2
E2_B001773.gencode.vH29	Alveolar Epithelial Type 2
E3_B001773.gencode.vH29	Alveolar Epithelial Type 2
E3_B003269.gencode.vH29	Alveolar Epithelial Type 2
E4_B001772.gencode.vH29	Alveolar Epithelial Type 2
E5_B001772.gencode.vH29	Alveolar Epithelial Type 2
E5_B002460.gencode.vH29	Alveolar Epithelial Type 2
E6_B002460.gencode.vH29	Alveolar Epithelial Type 2
E6_B002461.gencode.vH29	Alveolar Epithelial Type 2
